medicine_name,authorisation_no,pharmaceutical_form_lv,active_substance,Aizliegts ārpus sacensībām,Aizliegts sacensību laikā,Aizliegto vielu un metožu saraksta klase,Piezīmes par lietošanu,"Sporta veidi, kuros aizliegts sacensību laikā","Sporta veidi, kuros aizliegts ārpus sacensībām",Notes,Prohibited In-Competition in the following sports,Prohibited Out-of-Competition in the following sports
Trifas 10 10 mg tabletes,I000675,Tabletes,Torasemidum,Jā,Jā,S5,,,,,,
"Noliprel Arg forte 5 mg/1,25 mg apvalkotās tabletes",I000730,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum",Jā,Jā,S5,,,,,,
Torasemid Hexal 10 mg tabletes,I000740,Tabletes,Torasemidum,Jā,Jā,S5,,,,,,
"Trusopt 20 mg/ml acu pilieni, šķīdums",I000831,"Acu pilieni, šķīdums",Dorzolamidum,Nē,Nē,S5,Karboanhidrāzes inhibitori atļauti acu formās,,,Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications,,
Accuzide 20 apvalkotās tabletes,I000854,Apvalkotās tabletes,"Quinaprilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Trusopt 20 mg/ml acu pilieni, šķīdums",I000870,"Acu pilieni, šķīdums",Dorzolamidum,Nē,Nē,S5,Karboanhidrāzes inhibitori atļauti acu formās,,,Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications,,
Accuzide 20 apvalkotās tabletes,I000877,Apvalkotās tabletes,"Quinaprilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Trifas 10 10 mg tabletes,I000880,Tabletes,Torasemidum,Jā,Jā,S5,,,,,,
Hartil HCT 5 mg/25 mg tabletes,I000922,Tabletes,"Ramiprilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Torasemid HEXAL 50 mg tabletes,I000955,Tabletes,Torasemidum,Jā,Jā,S5,,,,,,
Hartil HCT 5 mg/25 mg tabletes,I000974,Tabletes,"Ramiprilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Hartil HCT 5 mg/25 mg tabletes,I000976,Tabletes,"Ramiprilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Mesar plus 20 mg/12,5 mg apvalkotās tabletes",I001027,Apvalkotās tabletes,"Olmesartanum medoxomilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Noliprel forte 5 mg/1,25 mg apvalkotās tabletes",I001034,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum",Jā,Jā,S5,,,,,,
"Noliprel 2,5 mg/0,625 mg apvalkotās tabletes",I001035,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum",Jā,Jā,S5,,,,,,
"Noliterax 10 mg/2,5 mg apvalkotās tabletes",I001036,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum",Jā,Jā,S5,,,,,,
"Triplixam 5 mg/1,25 mg/5 mg apvalkotās tabletes",I001037,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum, Amlodipinum",Jā,Jā,S5,,,,,,
Torasemid HEXAL 100 mg tabletes,I001045,Tabletes,Torasemidum,Jā,Jā,S5,,,,,,
"Tertensif SR 1,5 mg ilgstošās darbības tabletes",I001057,Ilgstošās darbības tabletes,Indapamidum,Jā,Jā,S5,,,,,,
Lorista H 100 mg/25 mg apvalkotās tabletes,I001058,Apvalkotās tabletes,"Losartanum kalicum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Sanoral HCT 20 mg/5 mg/12,5 mg apvalkotās tabletes",I001064,Apvalkotās tabletes,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Triplixam 10 mg/2,5 mg/10 mg apvalkotās tabletes",I001065,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum, Amlodipinum",Jā,Jā,S5,,,,,,
"Sanoral HCT 40 mg/5 mg/12,5 mg apvalkotās tabletes",I001068,Apvalkotās tabletes,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Sanoral HCT 40 mg/10 mg/12,5 mg apvalkotās tabletes",I001069,Apvalkotās tabletes,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Torasemida Teva 5 mg tabletes, EFG",I001245,Tablete,Torasemidum,Jā,Jā,S5,,,,,,
"Torasemida Teva 10 mg tabletes, EFG",I001246,Tablete,Torasemidum,Jā,Jā,S5,,,,,,
Torasemid HEXAL 10 mg tabletes,I001346,Tablete,Torasemidum,Jā,Jā,S5,,,,,,
Torasemid HEXAL 50 mg tabletes,I001368,Tablete,Torasemidum,Jā,Jā,S5,,,,,,
Trifas 10 10 mg tabletes,I001382,Tablete,Torasemidum,Jā,Jā,S5,,,,,,
Torasemid HEXAL 10 mg tabletes,I001385,Tablete,Torasemidum,Jā,Jā,S5,,,,,,
"Torasemida Teva 10 mg tabletes, EFG",I001400,Tablete,Torasemidum,Jā,Jā,S5,,,,,,
"Torasemida Teva 5 mg tabletes, EFG",I001402,Tablete,Torasemidum,Jā,Jā,S5,,,,,,
"Lodoz 2,5 mg/6,25 mg apvalkotās tabletes",03-0488,Apvalkotās tabletes,"Bisoprololi fumaras, Hydrochlorothiazidum",Jā,Jā,"S5, P1",,,,,,
"Lodoz 5 mg/6,25 mg apvalkotās tabletes",03-0489,Apvalkotās tabletes,"Bisoprololi fumaras, Hydrochlorothiazidum",Jā,Jā,"S5, P1",,,,,,
"Lodoz 10 mg/6,25 mg apvalkotās tabletes",03-0490,Apvalkotās tabletes,"Bisoprololi fumaras, Hydrochlorothiazidum",Jā,Jā,"S5, P1",,,,,,
"Nebilet Plus 5 mg/12,5 mg apvalkotās tabletes",09-0074,Apvalkotās tabletes,"Nebivololum, Hydrochlorothiazidum",Jā,Jā,"S5, P1",,,,,,
Nebilet Plus 5 mg/25 mg apvalkotās tabletes,09-0075,Apvalkotās tabletes,"Nebivololum, Hydrochlorothiazidum",Jā,Jā,"S5, P1",,,,,,
"Dotizolil 20 mg/5 mg/ml acu pilieni, šķīdums",09-0271,"Acu pilieni, šķīdums","Dorzolamidum, Timololum",Jā*,Jā*,"S5, P1","Karboanhidrāzes inhibitori atļauti acu formās. *Kombinēts medikaments, sastāvā esošais beta blokators aizliegts atsevišķos sporta veidos sacensību laikā un atsevišķos sporta veidos gan sacensību laikā, gan ārpus sacensībām","lokšaušana (WA), autosports (FIA), biljards (WCBS), šautriņu mešana (WDF), golfs (IGF), minigolfs (WMF), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","lokšaušana (WA), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications. *Combined medication, the beta-blocker in its composition is prohibited in certain sports In-Competition and in certain sports both In and Out-of-Competition","archery (WA), automobile (FIA), billiards (WCBS), darts (WDF), golf (IGF), mini-golf (WMF), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)","archery (WA), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)"
"Dorzolamide/Timolol Teva 20 mg/5 mg/ml acu pilieni, šķīdums",10-0237,"Acu pilieni, šķīdums","Dorzolamidum, Timololum",Jā*,Jā*,"S5, P1","Karboanhidrāzes inhibitori atļauti acu formās. *Kombinēts medikaments, sastāvā esošais beta blokators aizliegts atsevišķos sporta veidos sacensību laikā un atsevišķos sporta veidos gan sacensību laikā, gan ārpus sacensībām","lokšaušana (WA), autosports (FIA), biljards (WCBS), šautriņu mešana (WDF), golfs (IGF), minigolfs (WMF), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","lokšaušana (WA), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications. *Combined medication, the beta-blocker in its composition is prohibited in certain sports In-Competition and in certain sports both In and Out-of-Competition","archery (WA), automobile (FIA), billiards (WCBS), darts (WDF), golf (IGF), mini-golf (WMF), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)","archery (WA), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)"
"Cosopt PF 20 mg/5 mg/ml acu pilieni, šķīdums, vienreizējas devas trauciņš",11-0059,"Acu pilieni, šķīdums, vienreizējās devas trauciņš","Dorzolamidum, Timololum",Jā*,Jā*,"S5, P1","Karboanhidrāzes inhibitori atļauti acu formās. *Kombinēts medikaments, sastāvā esošais beta blokators aizliegts atsevišķos sporta veidos sacensību laikā un atsevišķos sporta veidos gan sacensību laikā, gan ārpus sacensībām","lokšaušana (WA), autosports (FIA), biljards (WCBS), šautriņu mešana (WDF), golfs (IGF), minigolfs (WMF), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","lokšaušana (WA), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications. *Combined medication, the beta-blocker in its composition is prohibited in certain sports In-Competition and in certain sports both In and Out-of-Competition","archery (WA), automobile (FIA), billiards (WCBS), darts (WDF), golf (IGF), mini-golf (WMF), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)","archery (WA), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)"
"Dorzolamide/Timolol ELVIM 20 mg/5 mg/ml acu pilieni, šķīdums",11-0062,"Acu pilieni, šķīdums","Dorzolamidum, Timololum",Jā*,Jā*,"S5, P1","Karboanhidrāzes inhibitori atļauti acu formās. *Kombinēts medikaments, sastāvā esošais beta blokators aizliegts atsevišķos sporta veidos sacensību laikā un atsevišķos sporta veidos gan sacensību laikā, gan ārpus sacensībām","lokšaušana (WA), autosports (FIA), biljards (WCBS), šautriņu mešana (WDF), golfs (IGF), minigolfs (WMF), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","lokšaušana (WA), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications. *Combined medication, the beta-blocker in its composition is prohibited in certain sports In-Competition and in certain sports both In and Out-of-Competition","archery (WA), automobile (FIA), billiards (WCBS), darts (WDF), golf (IGF), mini-golf (WMF), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)","archery (WA), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)"
"Dorzolamide/Timolol Actavis 20 mg/5 mg/ml acu pilieni, šķīdums",11-0103,"Acu pilieni, šķīdums","Dorzolamidum, Timololum",Jā*,Jā*,"S5, P1","Karboanhidrāzes inhibitori atļauti acu formās. *Kombinēts medikaments, sastāvā esošais beta blokators aizliegts atsevišķos sporta veidos sacensību laikā un atsevišķos sporta veidos gan sacensību laikā, gan ārpus sacensībām","lokšaušana (WA), autosports (FIA), biljards (WCBS), šautriņu mešana (WDF), golfs (IGF), minigolfs (WMF), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","lokšaušana (WA), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications. *Combined medication, the beta-blocker in its composition is prohibited in certain sports In-Competition and in certain sports both In and Out-of-Competition","archery (WA), automobile (FIA), billiards (WCBS), darts (WDF), golf (IGF), mini-golf (WMF), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)","archery (WA), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)"
"Oftidorix 20 mg/ml + 5 mg/ml acu pilieni, šķīdums",11-0110,"Acu pilieni, šķīdums","Dorzolamidum, Timololum",Jā*,Jā*,"S5, P1","Karboanhidrāzes inhibitori atļauti acu formās. *Kombinēts medikaments, sastāvā esošais beta blokators aizliegts atsevišķos sporta veidos sacensību laikā un atsevišķos sporta veidos gan sacensību laikā, gan ārpus sacensībām","lokšaušana (WA), autosports (FIA), biljards (WCBS), šautriņu mešana (WDF), golfs (IGF), minigolfs (WMF), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","lokšaušana (WA), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications. *Combined medication, the beta-blocker in its composition is prohibited in certain sports In-Competition and in certain sports both In and Out-of-Competition","archery (WA), automobile (FIA), billiards (WCBS), darts (WDF), golf (IGF), mini-golf (WMF), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)","archery (WA), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)"
"Amiptic 20 mg/5 mg/ml acu pilieni, šķīdums",13-0099,"Acu pilieni, šķīdums","Dorzolamidum, Timololum",Jā*,Jā*,"S5, P1","Karboanhidrāzes inhibitori atļauti acu formās. *Kombinēts medikaments, sastāvā esošais beta blokators aizliegts atsevišķos sporta veidos sacensību laikā un atsevišķos sporta veidos gan sacensību laikā, gan ārpus sacensībām","lokšaušana (WA), autosports (FIA), biljards (WCBS), šautriņu mešana (WDF), golfs (IGF), minigolfs (WMF), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","lokšaušana (WA), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications. *Combined medication, the beta-blocker in its composition is prohibited in certain sports In-Competition and in certain sports both In and Out-of-Competition","archery (WA), automobile (FIA), billiards (WCBS), darts (WDF), golf (IGF), mini-golf (WMF), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)","archery (WA), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)"
"Amiptinon 20 mg/5 mg/ml acu pilieni, šķīdums",17-0150,"Acu pilieni, šķīdums","Dorzolamidum, Timololum",Jā*,Jā*,"S5, P1","Karboanhidrāzes inhibitori atļauti acu formās. *Kombinēts medikaments, sastāvā esošais beta blokators aizliegts atsevišķos sporta veidos sacensību laikā un atsevišķos sporta veidos gan sacensību laikā, gan ārpus sacensībām","lokšaušana (WA), autosports (FIA), biljards (WCBS), šautriņu mešana (WDF), golfs (IGF), minigolfs (WMF), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","lokšaušana (WA), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications. *Combined medication, the beta-blocker in its composition is prohibited in certain sports In-Competition and in certain sports both In and Out-of-Competition","archery (WA), automobile (FIA), billiards (WCBS), darts (WDF), golf (IGF), mini-golf (WMF), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)","archery (WA), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)"
"Vizidorix 20 mg/5 mg/ml acu pilieni, šķīdums",18-0064,"Acu pilieni, šķīdums","Dorzolamidum, Timololum",Jā*,Jā*,"S5, P1","Karboanhidrāzes inhibitori atļauti acu formās. *Kombinēts medikaments, sastāvā esošais beta blokators aizliegts atsevišķos sporta veidos sacensību laikā un atsevišķos sporta veidos gan sacensību laikā, gan ārpus sacensībām","lokšaušana (WA), autosports (FIA), biljards (WCBS), šautriņu mešana (WDF), golfs (IGF), minigolfs (WMF), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","lokšaušana (WA), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications. *Combined medication, the beta-blocker in its composition is prohibited in certain sports In-Competition and in certain sports both In and Out-of-Competition","archery (WA), automobile (FIA), billiards (WCBS), darts (WDF), golf (IGF), mini-golf (WMF), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)","archery (WA), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)"
"Cosopt PF 20 mg/5 mg/ml acu pilieni, šķīdums",18-0093,"Acu pilieni, šķīdums","Dorzolamidum, Timololum",Jā*,Jā*,"S5, P1","Karboanhidrāzes inhibitori atļauti acu formās. *Kombinēts medikaments, sastāvā esošais beta blokators aizliegts atsevišķos sporta veidos sacensību laikā un atsevišķos sporta veidos gan sacensību laikā, gan ārpus sacensībām","lokšaušana (WA), autosports (FIA), biljards (WCBS), šautriņu mešana (WDF), golfs (IGF), minigolfs (WMF), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","lokšaušana (WA), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications. *Combined medication, the beta-blocker in its composition is prohibited in certain sports In-Competition and in certain sports both In and Out-of-Competition","archery (WA), automobile (FIA), billiards (WCBS), darts (WDF), golf (IGF), mini-golf (WMF), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)","archery (WA), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)"
"Dotizolil 20 mg/5 mg/ml acu pilieni, šķīdums",19-0119,"Acu pilieni, šķīdums","Dorzolamidum, Timololum",Jā*,Jā*,"S5, P1","Karboanhidrāzes inhibitori atļauti acu formās. *Kombinēts medikaments, sastāvā esošais beta blokators aizliegts atsevišķos sporta veidos sacensību laikā un atsevišķos sporta veidos gan sacensību laikā, gan ārpus sacensībām","lokšaušana (WA), autosports (FIA), biljards (WCBS), šautriņu mešana (WDF), golfs (IGF), minigolfs (WMF), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","lokšaušana (WA), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications. *Combined medication, the beta-blocker in its composition is prohibited in certain sports In-Competition and in certain sports both In and Out-of-Competition","archery (WA), automobile (FIA), billiards (WCBS), darts (WDF), golf (IGF), mini-golf (WMF), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)","archery (WA), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)"
"Brinzolamide/Timolol Accord 10 mg/ml/5 mg/ml acu pilieni, suspensija",20-0015,"Acu pilieni, suspensija","Brinzolamidum, Timololum",Jā*,Jā*,"S5, P1","Karboanhidrāzes inhibitori atļauti acu formās. *Kombinēts medikaments, sastāvā esošais beta blokators aizliegts atsevišķos sporta veidos sacensību laikā un atsevišķos sporta veidos gan sacensību laikā, gan ārpus sacensībām","lokšaušana (WA), autosports (FIA), biljards (WCBS), šautriņu mešana (WDF), golfs (IGF), minigolfs (WMF), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","lokšaušana (WA), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications. *Combined medication, the beta-blocker in its composition is prohibited in certain sports In-Competition and in certain sports both In and Out-of-Competition","archery (WA), automobile (FIA), billiards (WCBS), darts (WDF), golf (IGF), mini-golf (WMF), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)","archery (WA), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)"
"Cosopt 20 mg/5 mg/ml acu pilieni, šķīdums",99-0966,"Acu pilieni, šķīdums","Dorzolamidum, Timololum",Jā*,Jā*,"S5, P1","Karboanhidrāzes inhibitori atļauti acu formās. *Kombinēts medikaments, sastāvā esošais beta blokators aizliegts atsevišķos sporta veidos sacensību laikā un atsevišķos sporta veidos gan sacensību laikā, gan ārpus sacensībām","lokšaušana (WA), autosports (FIA), biljards (WCBS), šautriņu mešana (WDF), golfs (IGF), minigolfs (WMF), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","lokšaušana (WA), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications. *Combined medication, the beta-blocker in its composition is prohibited in certain sports In-Competition and in certain sports both In and Out-of-Competition","archery (WA), automobile (FIA), billiards (WCBS), darts (WDF), golf (IGF), mini-golf (WMF), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)","archery (WA), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)"
Azarga,EU/1/08/482/001,"Acu pilieni, suspensija","Brinzolamidum, Timololum",Jā*,Jā*,"S5, P1","Karboanhidrāzes inhibitori atļauti acu formās. *Kombinēts medikaments, sastāvā esošais beta blokators aizliegts atsevišķos sporta veidos sacensību laikā un atsevišķos sporta veidos gan sacensību laikā, gan ārpus sacensībām","lokšaušana (WA), autosports (FIA), biljards (WCBS), šautriņu mešana (WDF), golfs (IGF), minigolfs (WMF), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","lokšaušana (WA), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications. *Combined medication, the beta-blocker in its composition is prohibited in certain sports In-Competition and in certain sports both In and Out-of-Competition","archery (WA), automobile (FIA), billiards (WCBS), darts (WDF), golf (IGF), mini-golf (WMF), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)","archery (WA), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)"
Azarga,EU/1/08/482/002,"Acu pilieni, suspensija","Brinzolamidum, Timololum",Jā*,Jā*,"S5, P1","Karboanhidrāzes inhibitori atļauti acu formās. *Kombinēts medikaments, sastāvā esošais beta blokators aizliegts atsevišķos sporta veidos sacensību laikā un atsevišķos sporta veidos gan sacensību laikā, gan ārpus sacensībām","lokšaušana (WA), autosports (FIA), biljards (WCBS), šautriņu mešana (WDF), golfs (IGF), minigolfs (WMF), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","lokšaušana (WA), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications. *Combined medication, the beta-blocker in its composition is prohibited in certain sports In-Competition and in certain sports both In and Out-of-Competition","archery (WA), automobile (FIA), billiards (WCBS), darts (WDF), golf (IGF), mini-golf (WMF), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)","archery (WA), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)"
"Cosopt 2%/0,5% acu pilieni, šķīdums",I001054,"Acu pilieni, šķīdums","Dorzolamidum, Timololum",Jā*,Jā*,"S5, P1","Karboanhidrāzes inhibitori atļauti acu formās. *Kombinēts medikaments, sastāvā esošais beta blokators aizliegts atsevišķos sporta veidos sacensību laikā un atsevišķos sporta veidos gan sacensību laikā, gan ārpus sacensībām","lokšaušana (WA), autosports (FIA), biljards (WCBS), šautriņu mešana (WDF), golfs (IGF), minigolfs (WMF), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","lokšaušana (WA), šaušana (ISSF, IPC), zemūdens sporta veidi - atsevišķas disciplīnas (CMAS)","Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications. *Combined medication, the beta-blocker in its composition is prohibited in certain sports In-Competition and in certain sports both In and Out-of-Competition","archery (WA), automobile (FIA), billiards (WCBS), darts (WDF), golf (IGF), mini-golf (WMF), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)","archery (WA), shooting (ISSF, IPC), underwater sports - specific disciplines (CMAS)"
"Lodoz 5 mg/6,25 mg apvalkotās tabletes",I001332,Apvalkotā tablete,"Bisoprololi fumaras, Hydrochlorothiazidum",Jā,Jā,"S5, P1",,,,,,
SIMBRINZA,EU/1/14/933/001,"Acu pilieni, suspensija","Brinzolamidum, Brimonidini tartras",Nē,Nē,"S5, S6",Karboanhidrāzes inhibitori atļauti acu formās. Imidazola atvasinājumi ir atļauti acu zāļu formās,,,Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications. Imidazole derivatives are allowed in the form of ophthalmic medications,,
SIMBRINZA,EU/1/14/933/002,"Acu pilieni, suspensija","Brinzolamidum, Brimonidini tartras",Nē,Nē,"S5, S6",Karboanhidrāzes inhibitori atļauti acu formās. Imidazola atvasinājumi ir atļauti acu zāļu formās,,,Carbonic anhydrase inhibitors are allowed in the form of ophthalmic medications. Imidazole derivatives are allowed in the form of ophthalmic medications,,
Ritalin 10 mg tabletes,00-0118,Tabletes,Methylphenidati hydrochloridum,Nē,Jā,S6,,,,,,
Eldepryl 5 mg tabletes,00-0287,Tabletes,Selegilini hydrochloridum,Nē,Jā,S6,,,,,,
Clarinase 10 mg/240 mg ilgstošās darbības tabletes,01-0213,Ilgstošās darbības tabletes,"Loratadinum, Pseudoephedrini sulfas",Nē,Jā,S6,"Pseidoefedrīns ir aizliegts, ja tā koncentrācija urīnā pārsniedz 150 mikrogramus 1 mililitrā",,,Pseudoephedrine is prohibited when its concentration in urine is greater than 150 micrograms per milliliter,,
Daleron Cold3 apvalkotās tabletes,03-0210,Apvalkotās tabletes,"Paracetamolum, Pseudoephedrini hydrochloridum, Dextromethorphani hydrobromidum",Nē,Jā,S6,"Pseidoefedrīns ir aizliegts, ja tā koncentrācija urīnā pārsniedz 150 mikrogramus 1 mililitrā",,,Pseudoephedrine is prohibited when its concentration in urine is greater than 150 micrograms per milliliter,,
Nurofen Antigrip 200 mg/30 mg apvalkotās tabletes,04-0197,Apvalkotās tabletes,"Ibuprofenum, Pseudoephedrini hydrochloridum",Nē,Jā,S6,"Pseidoefedrīns ir aizliegts, ja tā koncentrācija urīnā pārsniedz 150 mikrogramus 1 mililitrā",,,Pseudoephedrine is prohibited when its concentration in urine is greater than 150 micrograms per milliliter,,
Cirrus 5 mg/120 mg ilgstošās darbības tabletes,04-0345,Ilgstošās darbības tabletes,"Cetirizini dihydrochloridum, Pseudoephedrini hydrochloridum",Nē,Jā,S6,"Pseidoefedrīns ir aizliegts, ja tā koncentrācija urīnā pārsniedz 150 mikrogramus 1 mililitrā",,,Pseudoephedrine is prohibited when its concentration in urine is greater than 150 micrograms per milliliter,,
